samples,proc,time_mean,time_std,runs
600,1,0.35986999999999997,0.011322158495622634,3
600,4,0.090885,0.0017435483933633692,3
600,9,0.06981366666666666,0.008378544642915816,3
1200,1,2.9409799999999997,0.03426315197117733,3
1200,4,0.7182273333333334,0.005612436309957824,3
1200,9,0.46206299999999995,0.012527424675486974,3
1500,1,5.668910666666666,0.04607173624179257,3
1500,4,1.510286,0.03818596321948681,3
1500,9,0.8810683333333333,0.04545778283565236,3
